lemma,abs_frequency,ipm
пещера,404,96.2
сочетание,403,96
гигантский,403,96
допускать,403,96
устройство,402,95.7
услышать,402,95.7
доска,402,95.7
рим,402,95.7
активный,401,95.5
вроде,401,95.5
попытка,401,95.5
лапа,401,95.5
км,400,95.2
ядовитый,400,95.2
постройка,400,95.2
необходимость,400,95.2
дикий,400,95.2
случайно,400,95.2
приятно,400,95.2
журнал,399,95
теория,399,95
лук,399,95
цветной,398,94.8
сыр,398,94.8
музыкальный,398,94.8
лодка,398,94.8
усилие,398,94.8
народный,398,94.8
переживать,397,94.5
преступник,397,94.5
двигатель,396,94.3
глина,396,94.3
легкое,396,94.3
производство,396,94.3
передний,396,94.3
прийти,396,94.3
египет,395,94
во-вторых,395,94
быстрый,395,94
жизненный,394,93.8
реакция,393,93.6
диета,392,93.3
строгий,392,93.3
местный,392,93.3
помещение,392,93.3
вступать,392,93.3
детеныш,392,93.3
страдать,391,93.1
заканчивать,391,93.1
германия,390,92.9
витамин,389,92.6
царство,389,92.6
сцена,389,92.6
советский,388,92.4
детство,388,92.4
техника,388,92.4
столетие,387,92.1
никак,387,92.1
романтический,386,91.9
нить,386,91.9
философ,385,91.7
ледник,385,91.7
картофель,385,91.7
уничтожать,385,91.7
подземный,385,91.7
свобода,384,91.4
очки,382,91
спутник,382,91
вывод,381,90.7
англичанин,380,90.5
музей,380,90.5
косметика,379,90.2
яблоко,379,90.2
объем,379,90.2
скажем,378,90
российский,378,90
общественный,378,90
съедать,378,90
водяной,377,89.8
мышь,377,89.8
задумываться,377,89.8
памятник,377,89.8
реальный,376,89.5
природный,376,89.5
воспринимать,376,89.5
писатель,375,89.3
отсутствие,375,89.3
карандаш,374,89
фантазия,374,89
немало,374,89
опускаться,374,89
абсолютно,373,88.8
сложно,373,88.8
отпечаток,373,88.8
влажный,373,88.8
бок,373,88.8
разрушать,373,88.8
редкий,373,88.8
разговаривать,372,88.6
ширина,372,88.6
понятно,372,88.6
видный,372,88.6
исключение,372,88.6
ванна,371,88.3
обозначать,371,88.3
словно,370,88.1
хищник,370,88.1
записывать,369,87.9
покупать,369,87.9
покидать,369,87.9
мед,368,87.6
разведчик,368,87.6
разумеется,368,87.6
зал,368,87.6
пар,368,87.6
черепаха,368,87.6
электрический,368,87.6
способствовать,368,87.6
беда,368,87.6
вася,367,87.4
воин,367,87.4
население,367,87.4
ветка,367,87.4
мечтать,367,87.4
вращаться,367,87.4
захотеть,367,87.4
литература,366,87.1
вулкан,366,87.1
драгоценный,365,86.9
суметь,365,86.9
римлянин,365,86.9
лев,365,86.9
поколение,364,86.7
отдыхать,364,86.7
конструкция,363,86.4
ворота,363,86.4
перо,363,86.4
климат,363,86.4
газета,362,86.2
плотный,362,86.2
семь,362,86.2
бороться,362,86.2
факт,362,86.2
операция,361,86
тихий,361,86
товарищ,361,86
спасать,360,85.7
питательный,360,85.7
эпоха,360,85.7
неприятность,359,85.5
удобно,359,85.5
сумка,359,85.5
участвовать,359,85.5
густой,359,85.5
процедура,358,85.2
столовый,358,85.2
молекула,358,85.2
вредный,358,85.2
воспользоваться,358,85.2
зерно,357,85
увеличиваться,357,85
зимний,356,84.8
сутки,356,84.8
точный,356,84.8
одевать,356,84.8
познакомиться,356,84.8
превращать,356,84.8
упасть,356,84.8
смеяться,356,84.8
содержание,355,84.5
выпускать,355,84.5
христианский,355,84.5
джинсы,354,84.3
гадание,353,84
яд,353,84
тесто,353,84
проект,353,84
бросаться,353,84
делиться,353,84
текст,352,83.8
сооружение,352,83.8
выражать,352,83.8
заводить,352,83.8
размножение,352,83.8
кончик,352,83.8
балл,351,83.6
выражение,351,83.6
лак,351,83.6
противоположный,350,83.3
заражать,349,83.1
актер,349,83.1
организация,349,83.1
печь,349,83.1
китай,348,82.9
удалять,348,82.9
изготовление,348,82.9
преодолевать,348,82.9
как-то,348,82.9
обстоятельство,347,82.6
полярный,346,82.4
ценный,346,82.4
лететь,346,82.4
градус,344,81.9
признавать,344,81.9
ложиться,343,81.7
советовать,342,81.4
дискотека,341,81.2
сведение,341,81.2
христос,341,81.2
крепость,340,81
мечта,340,81
ожидать,339,80.7
раствор,339,80.7
исследователь,339,80.7
догадываться,339,80.7
кофе,339,80.7
учитывать,338,80.5
алмаз,338,80.5
набирать,338,80.5
вырабатывать,338,80.5
укреплять,338,80.5
величина,338,80.5
изготавливать,337,80.2
спустя,337,80.2
свидание,337,80.2
соединение,337,80.2
курс,336,80
водный,336,80
религия,336,80
дыхание,336,80
значительно,336,80
священный,336,80
часы,335,79.8
наблюдение,335,79.8
человечество,335,79.8
ради,334,79.5
стебель,334,79.5
незнакомый,334,79.5
блузка,333,79.3
достижение,333,79.3
автомобиль,333,79.3
мост,333,79.3
пояс,333,79.3
вирусный,332,79
дама,332,79
городской,332,79
мыть,332,79
жесткий,332,79
пожалуй,332,79
капля,332,79
ствол,332,79
муравей,331,78.8
спокойный,331,78.8
правительство,331,78.8
дышать,331,78.8
уголь,331,78.8
объект,330,78.6
рыцарский,330,78.6
мертвый,330,78.6
ось,330,78.6
выдерживать,330,78.6
ярко,330,78.6
влага,330,78.6
уверять,329,78.3
помада,328,78.1
бой,328,78.1
захватить,328,78.1
нитка,328,78.1
согласно,327,77.9
забота,327,77.9
увеличивать,327,77.9
империя,326,77.6
улыбаться,326,77.6
применение,326,77.6
прежний,326,77.6
посещать,326,77.6
употреблять,326,77.6
минеральный,325,77.4
коллекция,325,77.4
заливать,325,77.4
греция,325,77.4
австралия,325,77.4
суп,323,76.9
косметический,323,76.9
медведь,323,76.9
ехать,323,76.9
увлечение,322,76.7
поезд,322,76.7
холод,322,76.7
зона,321,76.4
ухаживать,321,76.4
распространение,321,76.4
нуждаться,321,76.4
убирать,320,76.2
говориться,320,76.2
разница,320,76.2
крепкий,320,76.2
единый,319,76
обсуждать,319,76
повертывать,319,76
ч,319,76
смотреться,318,75.7
змей,318,75.7
груз,318,75.7
заметный,318,75.7
кто-нибудь,318,75.7
красиво,318,75.7
эксперимент,317,75.5
сходить,317,75.5
мука,317,75.5
эффект,316,75.2
отдых,316,75.2
учить,316,75.2
выяснять,316,75.2
жидкий,316,75.2
царский,315,75
задание,315,75
протирать,315,75
нарисовать,315,75
флаг,315,75
спускаться,315,75
вечный,315,75
протяжение,314,74.8
добираться,314,74.8
индеец,314,74.8
кричать,314,74.8
инфекция,313,74.5
сладкий,313,74.5
изучение,313,74.5
деревня,312,74.3
родной,312,74.3
живот,312,74.3
выпадать,312,74.3
всевозможный,312,74.3
дочь,312,74.3
екатерина,311,74
тонна,311,74
разновидность,311,74
трудность,311,74
вытягивать,311,74
книжка,311,74
надежда,311,74
ледяной,310,73.8
программа,310,73.8
четвертый,310,73.8
гладкий,310,73.8
тяжело,310,73.8
де,310,73.8
сравнение,309,73.6
религиозный,309,73.6
проживать,309,73.6
старинный,309,73.6
едва,309,73.6
контакт,308,73.3
облик,308,73.3
стул,308,73.3
червь,308,73.3
пропускать,308,73.3
отсюда,308,73.3
глубоко,308,73.3
дружить,307,73.1
пуговица,307,73.1
осторожно,306,72.9
произносить,306,72.9
сюда,305,72.6
блеск,305,72.6
задавать,305,72.6
архитектор,304,72.4
номер,304,72.4
плоский,304,72.4
обед,304,72.4
прочный,304,72.4
бабочка,304,72.4
талант,303,72.1
проявляться,303,72.1
запад,303,72.1
впоследствии,303,72.1
доставать,303,72.1
вкусный,303,72.1
громадный,302,71.9
белье,302,71.9
злой,302,71.9
слагать,302,71.9
дополнительный,301,71.7
диаметр,301,71.7
поэт,301,71.7
сообщение,301,71.7
свободно,301,71.7
сосед,301,71.7
пароход,301,71.7
яков,300,71.4
николай,300,71.4
агент,300,71.4
описание,300,71.4
видно,300,71.4
чайный,299,71.2
участник,299,71.2
вилка,299,71.2
ручка,299,71.2
шутка,299,71.2
бегать,299,71.2
моряк,299,71.2
голод,299,71.2
ансамбль,298,71
капитан,298,71
млекопитающее,298,71
май,298,71
обычай,298,71
древность,297,70.7
уважение,297,70.7
подарить,297,70.7
лоб,297,70.7
организовывать,297,70.7
объединять,296,70.5
милый,296,70.5
хозяйка,296,70.5
мачта,296,70.5
уставать,296,70.5
приспособление,296,70.5
недавно,296,70.5
кино,296,70.5
розовый,295,70.2
таков,295,70.2
килограмм,294,70
кукла,294,70
долина,294,70
гореть,294,70
